Date,adj_close,return_1d,next_day_return,target,predicted_direction,prob_up,regime,garch_vol_forecast,position_size,final_position,best_position,strategy_return,strategy_return_net,best_strategy_return,buy_hold_return,cumulative_strategy,cumulative_strategy_net,cumulative_buy_hold,buyhold_position,Original_XGB_GARCH_gross_return,Original_XGB_GARCH_turnover,Original_XGB_GARCH_cost,Original_XGB_GARCH_net_return,Original_XGB_GARCH_cum_gross,Original_XGB_GARCH_cum_net
2025-01-02,5868.5498046875,-0.0022238866412221,0.0125960267214919,1,1,0.6324442,Bear,0.9622205427870196,0.7794470879073789,0.7794470879073789,0.7794470879073789,0.0098179363472703,0.009038489259363,0.0098179363472703,0.0125960267214919,1.0098179363472704,1.0090384892593631,1.012596026721492,1.0,0.009817936347270392,0.7794470879073789,0.0007794470879073789,0.009038489259363014,1.0098179363472704,1.0090384892593631
2025-01-03,5942.47021484375,0.0125960267214919,0.0055380450854503,1,0,0.47489393,High_Vol,1.0080211376663135,0.7440320167653799,0.0,0.0,0.0,-0.0007794470879073,0.0,0.0055380450854503,1.0098179363472704,1.0082519971473234,1.0182038291708235,1.0,0.0,0.7794470879073789,0.0007794470879073789,-0.0007794470879073789,1.0098179363472704,1.0082519971473234
2025-01-06,5975.3798828125,0.0055380450854503,-0.0111039128821078,0,1,0.5301971,Bull,0.947013330117004,0.7919635090113643,0.7919635090113643,0.7919635090113643,-0.0087938938098705,-0.0095858573188819,-0.0087938938098705,-0.0111039128821078,1.0009377046477297,0.9985870373611914,1.006897782555482,1.0,-0.008793893809870584,0.7919635090113643,0.0007919635090113642,-0.009585857318881948,1.0009377046477297,0.9985870373611914
2025-01-07,5909.02978515625,-0.0111039128821078,0.0015603601909253,1,0,0.44036907,Bull,1.00440272075702,0.7467124336687616,0.0,0.0,0.0,-0.0007919635090113,0.0,0.0015603601909253,1.0009377046477297,0.9977961928670296,1.0084689057717129,1.0,0.0,0.7919635090113643,0.0007919635090113642,-0.0007919635090113642,1.0009377046477297,0.9977961928670296
2025-01-08,5918.25,0.0015603601909253,-0.0154116438030668,0,0,0.3662527,Bull,0.9252492358506555,0.8105924014197807,0.0,0.0,-0.0,-0.0,-0.0,-0.0154116438030668,1.0009377046477297,0.9977961928670296,0.9929267422094904,1.0,-0.0,0.0,0.0,-0.0,1.0009377046477297,0.9977961928670296
2025-01-10,5827.0400390625,-0.0154116438030668,0.0015754440882007,1,0,0.32652447,Bull,1.08724073596049,0.6898196279754318,0.0,0.0,0.0,0.0,0.0,0.0015754440882007,1.0009377046477297,0.9977961928670296,0.9944910427755208,1.0,0.0,0.0,0.0,0.0,1.0009377046477297,0.9977961928670296
2025-01-13,5836.22021484375,0.0015754440882007,0.001146279811244,1,0,0.42384627,Bull,1.0000504746913157,0.7499621458921878,0.0,0.0,0.0,0.0,0.0,0.001146279811244,1.0009377046477297,0.9977961928670296,0.9956310077803175,1.0,0.0,0.0,0.0,0.0,1.0009377046477297,0.9977961928670296
2025-01-14,5842.91015625,0.001146279811244,0.0183127922796391,1,1,0.57030326,Bull,0.92133497006673,0.8140361805062923,0.8140361805062923,0.8140361805062923,0.0149072754817225,0.0140932393012162,0.0149072754817225,0.0183127922796391,1.0158589587509563,1.0118583733869473,1.0138637916129662,1.0,0.014907275481722533,0.8140361805062923,0.0008140361805062924,0.01409323930121624,1.0158589587509563,1.0118583733869473
2025-01-15,5949.91015625,0.0183127922796391,-0.0021126894641922,0,1,0.60357416,Bull,1.109710129404749,0.6758521708748407,0.6758521708748407,0.6758521708748407,-0.0014278657607587,-0.0015660497703901,-0.0014278657607587,-0.0021126894641922,1.014408448525996,1.0102737528136374,1.0117218122622995,1.0,-0.0014278657607587025,0.1381840096314516,0.0001381840096314516,-0.0015660497703901541,1.0144084485259959,1.0102737528136374
2025-01-16,5937.33984375,-0.0021126894641922,0.0099910589693537,1,1,0.53754216,Bull,1.028078085746806,0.7295165711612193,0.7295165711612193,0.7295165711612193,0.0072886430815924,0.007234978681306,0.0072886430815924,0.0099910589693537,1.0218021096462535,1.0175830618775272,1.0218299845491936,1.0,0.007288643081592457,0.05366440028637853,5.366440028637853e-05,0.007234978681306078,1.0218021096462537,1.0175830618775272
2025-01-17,5996.66015625,0.0099910589693537,0.0087682271055828,1,1,0.6706844,Bull,1.016637358877934,0.7377261847113089,0.7377261847113089,0.7377261847113089,0.0064685507292838,0.0064603411157337,0.0064685507292838,0.0087682271055828,1.0284116884277898,1.024156995570849,1.0307896219170152,1.0,0.0064685507292838815,0.008209613550089645,8.209613550089644e-06,0.006460341115733792,1.0284116884277898,1.024156995570849
2025-01-21,6049.240234375,0.0087682271055828,0.0061379415222275,1,0,0.4510353,Bull,0.9895995152410842,0.7578823437653832,0.0,0.0,0.0,-0.0007377261847113,0.0,0.0061379415222275,1.0284116884277898,1.023401448137961,1.0371165483380609,1.0,0.0,0.7377261847113089,0.0007377261847113089,-0.0007377261847113089,1.0284116884277898,1.023401448137961
2025-01-22,6086.3701171875,0.0061379415222275,0.0053134862204113,1,1,0.696289,Bull,0.936354954055768,0.8009783007516731,0.8009783007516731,0.8009783007516731,0.0042559871638924,0.0034550088631408,0.0042559871638924,0.0053134862204113,1.0327885953729357,1.0269373092118288,1.0426272528266158,1.0,0.0042559871638924735,0.8009783007516731,0.0008009783007516731,0.0034550088631408005,1.0327885953729357,1.0269373092118288
2025-01-23,6118.7099609375,0.0053134862204113,-0.0028551323193988,0,0,0.37188426,Bull,0.8821795552096513,0.8501670613096008,0.0,0.0,-0.0,-0.0008009783007516,-0.0,-0.0028551323193988,1.0327885953729357,1.0261147547109175,1.0396504140599845,1.0,-0.0,0.8009783007516731,0.0008009783007516731,-0.0008009783007516731,1.0327885953729357,1.0261147547109177
2025-01-24,6101.240234375,-0.0028551323193988,-0.0145807156908095,0,0,0.4612841,Bull,0.8301596741917369,0.9034406552332452,0.0,0.0,-0.0,-0.0,-0.0,-0.0145807156908095,1.0327885953729357,1.0261147547109175,1.0244915669547434,1.0,-0.0,0.0,0.0,-0.0,1.0327885953729357,1.0261147547109177
2025-01-27,6012.27978515625,-0.0145807156908095,0.0092178694499676,1,0,0.27930996,Bull,0.9983659196358506,0.7512275662149596,0.0,0.0,0.0,0.0,0.0,0.0092178694499676,1.0327885953729357,1.0261147547109175,1.033935196471525,1.0,0.0,0.0,0.0,0.0,1.0327885953729357,1.0261147547109177
2025-01-28,6067.7001953125,0.0092178694499676,-0.0046788957603215,0,1,0.55158347,Bull,0.9803162568650636,0.7650592293536087,0.7650592293536087,0.7650592293536087,-0.0035796323846174,-0.004344691613971,-0.0035796323846174,-0.0046788957603215,1.029091591870475,1.021656602541153,1.0290975214643072,1.0,-0.003579632384617434,0.7650592293536087,0.0007650592293536087,-0.004344691613971043,1.029091591870475,1.0216566025411533
2025-01-29,6039.31005859375,-0.0046788957603215,0.0052754144053117,1,1,0.82009685,Bull,0.9329583701743468,0.8038943901214409,0.8038943901214409,0.8038943901214409,0.0042408760459959,0.004202040885228,0.0042408760459959,0.0052754144053117,1.0334558417515745,1.0259496453556944,1.0345264373535106,1.0,0.004240876045995913,0.03883516076783222,3.8835160767832224e-05,0.004202040885228081,1.0334558417515745,1.0259496453556944
2025-01-30,6071.169921875,0.0052754144053117,-0.0050468257540199,0,1,0.7971968,Bull,0.8791934213622271,0.8530546086638658,0.8530546086638658,0.8530546086638658,-0.0043052179685901,-0.0043543781871325,-0.0043052179685901,-0.0050468257540199,1.029006589091921,1.0214822725988613,1.0293053626862605,1.0,-0.004305217968590166,0.049160218542424916,4.916021854242492e-05,-0.004354378187132591,1.029006589091921,1.0214822725988613
2025-01-31,6040.52978515625,-0.0050468257540199,-0.0076085976846667,0,1,0.7515476,Bull,0.8491923179246254,0.8831921629165872,0.8831921629165872,0.8831921629165872,-0.0067198538458829,-0.0067499914001356,-0.0067198538458829,-0.0076085976846667,1.0220918152067728,1.014587276043428,1.0214737922869108,1.0,-0.006719853845882921,0.030137554252721355,3.0137554252721355e-05,-0.006749991400135642,1.0220918152067728,1.014587276043428
2025-02-03,5994.56982421875,-0.0076085976846667,0.0072248818286797,1,1,0.598495,Bull,0.8603966551308891,0.8716909759323799,0.8716909759323799,0.8716909759323799,0.0062978642922379,0.0062863631052537,0.0062978642922379,0.0072248818286797,1.0285288107531525,1.0209653400626073,1.0288538197272772,1.0,0.006297864292237925,0.011501186984207323,1.1501186984207323e-05,0.006286363105253718,1.0285288107531523,1.0209653400626073
2025-02-04,6037.8798828125,0.0072248818286797,0.0039086729306143,1,1,0.6882808,Bull,0.8362131251083665,0.8969005358565808,0.8969005358565808,0.8969005358565808,0.003505690845956,0.0034804812860318,0.003505690845956,0.0039086729306143,1.0321345147898118,1.0245187908223825,1.0328752728020043,1.0,0.003505690845956078,0.02520955992420093,2.520955992420093e-05,0.003480481286031877,1.0321345147898118,1.0245187908223823
2025-02-05,6061.47998046875,0.0039086729306143,0.0036442987226186,1,1,0.5727631,Bull,0.783573417926574,0.9571534496213346,0.9571534496213346,0.9571534496213346,0.003488153093805,0.0034279001800402,0.003488153093805,0.0036442987226186,1.035734757990799,1.028030738969897,1.036639378839301,1.0,0.0034881530938050166,0.060252913764753835,6.0252913764753836e-05,0.003427900180040263,1.035734757990799,1.028030738969897
2025-02-06,6083.56982421875,0.0036442987226186,-0.0094647701115428,0,1,0.71969205,Bull,0.7350970076339659,1.0,1.0,1.0,-0.0094647701115428,-0.0095076166619214,-0.0094647701115428,-0.0094647701115428,1.0259317666098815,1.0182566167870994,1.0268278254300145,1.0,-0.0094647701115428,0.04284655037866536,4.284655037866536e-05,-0.009507616661921466,1.0259317666098817,1.0182566167870994
2025-02-07,6025.990234375,-0.0094647701115428,0.0067125410858628,1,1,0.5100696,Bull,0.8056200057081454,0.9309599993619138,0.9309599993619138,0.0,0.0062491072450116,0.0061800672443735,0.0,0.0067125410858628,1.0323429242454911,1.024549511150872,1.0337204493963206,1.0,0.006249107245011653,0.06904000063808624,6.904000063808624e-05,0.0061800672443735665,1.0323429242454911,1.024549511150872
2025-02-10,6066.43994140625,0.0067125410858628,0.0003395827888592,1,1,0.70983815,Bull,0.7829558888296335,0.95790837095702,0.95790837095702,0.95790837095702,0.0003252891960811,0.000298340824486,0.0003252891960811,0.0003395827888592,1.0326787342453991,1.0248551760967557,1.0340714830694275,1.0,0.00032528919608115797,0.026948371595106213,2.6948371595106214e-05,0.00029834082448605177,1.0326787342453991,1.0248551760967557
